,angle_of_attack,chord_length,,suction_side_displacement_thickness,,
-0.788945416,8.4,0.0508,0.298007011,0.00544854,-0.471834733,
-0.757214738,8.4,0.0508,0.298007011,0.00544854,-0.158626084,
-0.715964856,8.4,0.0508,0.298007011,0.00544854,0.190833567,
-0.662022703,8.4,0.0508,0.298007011,0.00544854,0.540293217,
-0.598561347,8.4,0.0508,0.298007011,0.00544854,0.853501866,
-0.519234652,8.4,0.0508,0.298007011,0.00544854,1.075357992,
-0.408177279,8.4,0.0508,0.298007011,0.00544854,1.188461116,
-0.281254566,8.4,0.0508,0.298007011,0.00544854,1.189911156,
-0.122601176,8.4,0.0508,0.298007011,0.00544854,0.972405149,
0.083648232,8.4,0.0508,0.298007011,0.00544854,0.517092576,
0.353358996,8.4,0.0508,0.298007011,0.00544854,-0.322480608,
0.670665777,8.4,0.0508,0.298007011,0.00544854,-1.308507837,
-0.788945416,8.4,0.0508,-0.723344834,0.00566229,-0.699056008,
-0.757214738,8.4,0.0508,-0.723344834,0.00566229,-0.279994435,
-0.715964856,8.4,0.0508,-0.723344834,0.00566229,0.175318138,
-0.662022703,8.4,0.0508,-0.723344834,0.00566229,0.521877708,
-0.598561347,8.4,0.0508,-0.723344834,0.00566229,0.777084756,
-0.519234652,8.4,0.0508,-0.723344834,0.00566229,0.9235388,
-0.408177279,8.4,0.0508,-0.723344834,0.00566229,0.888737839,
-0.281254566,8.4,0.0508,-0.723344834,0.00566229,0.743733835,
-0.122601176,8.4,0.0508,-0.723344834,0.00566229,0.381223824,
0.083648232,8.4,0.0508,-0.723344834,0.00566229,-0.126290191,
0.353358996,8.4,0.0508,-0.723344834,0.00566229,-0.852760252,
-0.788945416,8.4,0.0508,-1.230808957,0.00580776,-0.690210763,
-0.757214738,8.4,0.0508,-1.230808957,0.00580776,-0.271149191,
-0.715964856,8.4,0.0508,-1.230808957,0.00580776,0.147912381,
-0.662022703,8.4,0.0508,-1.230808957,0.00580776,0.494471951,
-0.598561347,8.4,0.0508,-1.230808957,0.00580776,0.678627037,
-0.519234652,8.4,0.0508,-1.230808957,0.00580776,0.7714296,
-0.408177279,8.4,0.0508,-1.230808957,0.00580776,0.646726156,
-0.281254566,8.4,0.0508,-1.230808957,0.00580776,0.413269709,
-0.122601176,8.4,0.0508,-1.230808957,0.00580776,0.10731126,
0.083648232,8.4,0.0508,-1.230808957,0.00580776,-0.398752715,
0.353358996,8.4,0.0508,-1.230808957,0.00580776,-0.975868652,
-0.852406772,11.2,0.0508,1.312935258,0.014072,0.160237722,
-0.836541433,11.2,0.0508,1.312935258,0.014072,0.328442367,
-0.815916492,11.2,0.0508,1.312935258,0.014072,0.514047492,
-0.788945416,11.2,0.0508,1.312935258,0.014072,0.644551096,
-0.757214738,11.2,0.0508,1.312935258,0.014072,0.79390522,
-0.715964856,11.2,0.0508,1.312935258,0.014072,1.272418434,
-0.662022703,11.2,0.0508,1.312935258,0.014072,1.623328125,
-0.598561347,11.2,0.0508,1.312935258,0.014072,1.755281768,
-0.519234652,11.2,0.0508,1.312935258,0.014072,1.646528765,
-0.408177279,11.2,0.0508,1.312935258,0.014072,1.501524761,
-0.281254566,11.2,0.0508,1.312935258,0.014072,1.228917233,
-0.122601176,11.2,0.0508,1.312935258,0.014072,0.827256141,
0.083648232,11.2,0.0508,1.312935258,0.014072,0.334242527,
0.353358996,11.2,0.0508,1.312935258,0.014072,-0.342926173,
-0.852406772,11.2,0.0508,-0.723344834,0.0150478,0.025238994,
-0.836541433,11.2,0.0508,-0.723344834,0.0150478,0.23114468,
-0.815916492,11.2,0.0508,-0.723344834,0.0150478,0.602354931,
-0.788945416,11.2,0.0508,-0.723344834,0.0150478,0.845961658,
-0.757214738,11.2,0.0508,-0.723344834,0.0150478,1.033016823,
-0.715964856,11.2,0.0508,-0.723344834,0.0150478,1.202671508,
-0.662022703,11.2,0.0508,-0.723344834,0.0150478,1.298374151,
-0.598561347,11.2,0.0508,-0.723344834,0.0150478,1.101168705,
-0.519234652,11.2,0.0508,-0.723344834,0.0150478,0.756059175,
-0.408177279,11.2,0.0508,-0.723344834,0.0150478,0.24709512,
-0.281254566,11.2,0.0508,-0.723344834,0.0150478,-0.060313369,
-0.122601176,11.2,0.0508,-0.723344834,0.0150478,-0.386572378,
0.083648232,11.2,0.0508,-0.723344834,0.0150478,-0.749082389,
0.353358996,11.2,0.0508,-0.723344834,0.0150478,-1.350849007,
-0.852406772,15.4,0.0508,1.312935258,0.0264269,-0.179941672,
-0.836541433,15.4,0.0508,1.312935258,0.0264269,-0.000136707,
-0.815916492,15.4,0.0508,1.312935258,0.0264269,0.197068739,
-0.788945416,15.4,0.0508,1.312935258,0.0264269,0.285521181,
-0.757214738,15.4,0.0508,1.312935258,0.0264269,0.355123103,
-0.715964856,15.4,0.0508,1.312935258,0.0264269,0.697332553,
-0.662022703,15.4,0.0508,1.312935258,0.0264269,0.968490041,
-0.598561347,15.4,0.0508,1.312935258,0.0264269,1.019241443,
-0.519234652,15.4,0.0508,1.312935258,0.0264269,0.871337359,
-0.408177279,15.4,0.0508,1.312935258,0.0264269,0.758234235,
-0.281254566,15.4,0.0508,1.312935258,0.0264269,0.645131112,
-0.122601176,15.4,0.0508,1.312935258,0.0264269,0.404424465,
0.083648232,15.4,0.0508,1.312935258,0.0264269,0.127466817,
0.353358996,15.4,0.0508,1.312935258,0.0264269,-0.313345356,
0.670665777,15.4,0.0508,1.312935258,0.0264269,-0.826659531,
1.083164592,15.4,0.0508,1.312935258,0.0264269,-1.395075228,
1.62258612,15.4,0.0508,1.312935258,0.0264269,-1.763385399,
-0.852406772,15.4,0.0508,0.298007011,0.0271925,-0.274919295,
-0.836541433,15.4,0.0508,0.298007011,0.0271925,-0.09656437,
-0.815916492,15.4,0.0508,0.298007011,0.0271925,0.080340515,
-0.788945416,15.4,0.0508,0.298007011,0.0271925,0.24129496,
-0.757214738,15.4,0.0508,0.298007011,0.0271925,0.345697843,
-0.715964856,15.4,0.0508,0.298007011,0.0271925,0.651656292,
-0.662022703,15.4,0.0508,0.298007011,0.0271925,0.811160697,
-0.598561347,15.4,0.0508,0.298007011,0.0271925,0.806810577,
-0.519234652,15.4,0.0508,0.298007011,0.0271925,0.748808975,
-0.408177279,15.4,0.0508,0.298007011,0.0271925,0.487801767,
-0.281254566,15.4,0.0508,0.298007011,0.0271925,0.319597122,
-0.122601176,15.4,0.0508,0.298007011,0.0271925,0.115141476,
0.083648232,15.4,0.0508,0.298007011,0.0271925,-0.199517213,
0.353358996,15.4,0.0508,0.298007011,0.0271925,-0.567827384,
0.670665777,15.4,0.0508,0.298007011,0.0271925,-1.12029264,
1.083164592,15.4,0.0508,0.298007011,0.0271925,-1.726409378,
-0.852406772,15.4,0.0508,-0.723344834,0.0282593,-0.442688928,
-0.836541433,15.4,0.0508,-0.723344834,0.0282593,-0.281734483,
-0.815916492,15.4,0.0508,-0.723344834,0.0282593,-0.049728076,
-0.788945416,15.4,0.0508,-0.723344834,0.0282593,0.074975367,
-0.757214738,15.4,0.0508,-0.723344834,0.0282593,0.16342781,
-0.715964856,15.4,0.0508,-0.723344834,0.0282593,0.378033736,
-0.662022703,15.4,0.0508,-0.723344834,0.0282593,0.52013766,
-0.598561347,15.4,0.0508,-0.723344834,0.0282593,0.443285538,
-0.519234652,15.4,0.0508,-0.723344834,0.0282593,0.276530933,
-0.408177279,15.4,0.0508,-0.723344834,0.0282593,0.001023325,
-0.281254566,15.4,0.0508,-0.723344834,0.0282593,-0.201982281,
-0.122601176,15.4,0.0508,-0.723344834,0.0282593,-0.351336405,
0.083648232,15.4,0.0508,-0.723344834,0.0282593,-0.626844013,
0.353358996,15.4,0.0508,-0.723344834,0.0282593,-0.974853624,
0.670665777,15.4,0.0508,-0.723344834,0.0282593,-1.505568279,
1.083164592,15.4,0.0508,-0.723344834,0.0282593,-2.20013746,
-0.852406772,15.4,0.0508,-1.230808957,0.0289853,-0.704856168,
-0.836541433,15.4,0.0508,-1.230808957,0.0289853,-0.523601162,
-0.815916492,15.4,0.0508,-1.230808957,0.0289853,-0.288694675,
-0.788945416,15.4,0.0508,-1.230808957,0.0289853,-0.163991232,
-0.757214738,15.4,0.0508,-1.230808957,0.0289853,-0.165441272,
-0.715964856,15.4,0.0508,-1.230808957,0.0289853,-0.021887308,
-0.662022703,15.4,0.0508,-1.230808957,0.0289853,0.104266176,
-0.598561347,15.4,0.0508,-1.230808957,0.0289853,-0.045087948,
-0.519234652,15.4,0.0508,-1.230808957,0.0289853,-0.229243034,
-0.408177279,15.4,0.0508,-1.230808957,0.0289853,-0.485900121,
-0.281254566,15.4,0.0508,-1.230808957,0.0289853,-0.580152724,
-0.122601176,15.4,0.0508,-1.230808957,0.0289853,-0.709206288,
0.083648232,15.4,0.0508,-1.230808957,0.0289853,-0.984713896,
0.353358996,15.4,0.0508,-1.230808957,0.0289853,-1.334173546,
0.670665777,15.4,0.0508,-1.230808957,0.0289853,-1.80978668,
1.083164592,15.4,0.0508,-1.230808957,0.0289853,-2.414453378,
-0.852406772,19.7,0.0508,1.312935258,0.0341183,-0.990514056,
-0.836541433,19.7,0.0508,1.312935258,0.0341183,-0.829559611,
-0.815916492,19.7,0.0508,1.312935258,0.0341183,-0.522151122,
-0.788945416,19.7,0.0508,1.312935258,0.0341183,-0.140790591,
-0.757214738,19.7,0.0508,1.312935258,0.0341183,0.313071942,
-0.715964856,19.7,0.0508,1.312935258,0.0341183,0.511727428,
-0.662022703,19.7,0.0508,1.312935258,0.0341183,-0.040737828,
-0.598561347,19.7,0.0508,1.312935258,0.0341183,-0.42789852,
-0.519234652,19.7,0.0508,1.312935258,0.0341183,-0.485900121,
-0.408177279,19.7,0.0508,1.312935258,0.0341183,-0.617853765,
-0.281254566,19.7,0.0508,1.312935258,0.0341183,-0.693255847,
-0.122601176,19.7,0.0508,1.312935258,0.0341183,-0.935412534,
0.083648232,19.7,0.0508,1.312935258,0.0341183,-1.248621184,
0.353358996,19.7,0.0508,1.312935258,0.0341183,-1.709733917,
-0.852406772,19.7,0.0508,-0.723344834,0.036484,0.165022854,
-0.836541433,19.7,0.0508,-0.723344834,0.036484,0.346277859,
-0.815916492,19.7,0.0508,-0.723344834,0.036484,0.72908843,
-0.788945416,19.7,0.0508,-0.723344834,0.036484,0.837841434,
-0.757214738,19.7,0.0508,-0.723344834,0.036484,0.523182744,
-0.715964856,19.7,0.0508,-0.723344834,0.036484,-0.65424977,
-0.662022703,19.7,0.0508,-0.723344834,0.036484,-0.821004375,
-0.598561347,19.7,0.0508,-0.723344834,0.036484,-0.860155456,
-0.519234652,19.7,0.0508,-0.723344834,0.036484,-0.899306537,
-0.408177279,19.7,0.0508,-0.723344834,0.036484,-1.048660662,
-0.281254566,19.7,0.0508,-0.723344834,0.036484,-1.031260181,
-0.122601176,19.7,0.0508,-0.723344834,0.036484,-1.254566348,
0.083648232,19.7,0.0508,-0.723344834,0.036484,-1.715679081,
0.353358996,19.7,0.0508,-0.723344834,0.036484,-2.34209638,
-0.122601176,0,0.0254,1.312935258,0.000400682,1.286338819,
0.083648232,0,0.0254,1.312935258,0.000400682,1.764852033,
0.353358996,0,0.0254,1.312935258,0.000400682,1.989608239,
0.670665777,0,0.0254,1.312935258,0.000400682,1.740201352,
1.083164592,0,0.0254,1.312935258,0.000400682,1.471943944,
1.62258612,0,0.0254,1.312935258,0.000400682,0.729523442,
2.257199682,0,0.0254,1.312935258,0.000400682,0.862927126,
3.050466635,0,0.0254,1.312935258,0.000400682,1.213836817,
4.161040369,0,0.0254,1.312935258,0.000400682,0.817975885,
5.430267493,0,0.0254,1.312935258,0.000400682,-0.234753186,
-0.281254566,0,0.0254,0.298007011,0.00041229,0.404134457,
-0.122601176,0,0.0254,0.298007011,0.00041229,0.759394267,
0.083648232,0,0.0254,0.298007011,0.00041229,0.821745989,
0.353358996,0,0.0254,0.298007011,0.00041229,1.216156881,
0.670665777,0,0.0254,0.298007011,0.00041229,1.590267212,
1.083164592,0,0.0254,0.298007011,0.00041229,1.633768413,
1.62258612,0,0.0254,0.298007011,0.00041229,1.642468653,
2.257199682,0,0.0254,0.298007011,0.00041229,1.410462246,
3.050466635,0,0.0254,0.298007011,0.00041229,0.959499793,
4.161040369,0,0.0254,0.298007011,0.00041229,0.122826689,
5.430267493,0,0.0254,0.298007011,0.00041229,-0.420938327,
-0.408177279,0,0.0254,-0.723344834,0.000428464,-0.098594426,
-0.281254566,0,0.0254,-0.723344834,0.000428464,0.752579079,
-0.122601176,0,0.0254,-0.723344834,0.000428464,1.015036327,
0.083648232,0,0.0254,-0.723344834,0.000428464,1.223842093,
0.353358996,0,0.0254,-0.723344834,0.000428464,1.524000382,
0.670665777,0,0.0254,-0.723344834,0.000428464,1.696555147,
1.083164592,0,0.0254,-0.723344834,0.000428464,1.738606308,
1.62258612,0,0.0254,-0.723344834,0.000428464,1.599402464,
2.257199682,0,0.0254,-0.723344834,0.000428464,1.238342493,
3.050466635,0,0.0254,-0.723344834,0.000428464,0.620625435,
4.161040369,0,0.0254,-0.723344834,0.000428464,0.021758898,
-0.598561347,0,0.0254,-1.230808957,0.000439472,0.042204462,
-0.519234652,0,0.0254,-1.230808957,0.000439472,0.451115754,
-0.408177279,0,0.0254,-1.230808957,0.000439472,0.64252104,
-0.281254566,0,0.0254,-1.230808957,0.000439472,0.849876766,
-0.122601176,0,0.0254,-1.230808957,0.000439472,1.168885575,
0.083648232,0,0.0254,-1.230808957,0.000439472,1.506744905,
0.353358996,0,0.0254,-1.230808957,0.000439472,1.770652193,
0.670665777,0,0.0254,-1.230808957,0.000439472,1.99685844,
1.083164592,0,0.0254,-1.230808957,0.000439472,1.986708159,
1.62258612,0,0.0254,-1.230808957,0.000439472,1.793852834,
2.257199682,0,0.0254,-1.230808957,0.000439472,1.361740901,
3.050466635,0,0.0254,-1.230808957,0.000439472,0.600469879,
4.161040369,0,0.0254,-1.230808957,0.000439472,0.114706464,
-0.281254566,4.8,0.0254,1.312935258,0.000848633,0.51651256,
-0.122601176,4.8,0.0254,1.312935258,0.000848633,0.86887229,
0.083648232,4.8,0.0254,1.312935258,0.000848633,1.238632501,
0.353358996,4.8,0.0254,1.312935258,0.000848633,1.463388708,
0.670665777,4.8,0.0254,1.312935258,0.000848633,1.54169087,
1.083164592,4.8,0.0254,1.312935258,0.000848633,1.401036986,
1.62258612,4.8,0.0254,1.312935258,0.000848633,0.968925053,
2.257199682,4.8,0.0254,1.312935258,0.000848633,0.371508556,
3.050466635,4.8,0.0254,1.312935258,0.000848633,0.413559717,
4.161040369,4.8,0.0254,1.312935258,0.000848633,-0.091054218,
5.430267493,4.8,0.0254,1.312935258,0.000848633,-0.743572237,
-0.408177279,4.8,0.0254,0.298007011,0.000873218,-0.487495165,
-0.281254566,4.8,0.0254,0.298007011,0.000873218,0.03161917,
-0.122601176,4.8,0.0254,0.298007011,0.000873218,0.624685547,
0.083648232,4.8,0.0254,0.298007011,0.000873218,1.090148401,
0.353358996,4.8,0.0254,0.298007011,0.000873218,1.317804688,
0.670665777,4.8,0.0254,0.298007011,0.000873218,1.544010934,
1.083164592,4.8,0.0254,0.298007011,0.000873218,1.497609653,
1.62258612,4.8,0.0254,0.298007011,0.000873218,1.06549772,
2.257199682,4.8,0.0254,0.298007011,0.000873218,0.305676738,
3.050466635,4.8,0.0254,0.298007011,0.000873218,0.03741933,
4.161040369,4.8,0.0254,0.298007011,0.000873218,-0.064083473,
5.430267493,4.8,0.0254,0.298007011,0.000873218,-0.515045926,
-0.757214738,4.8,0.0254,-0.723344834,0.000907475,-1.228175619,
-0.715964856,4.8,0.0254,-0.723344834,0.000907475,-0.890316289,
-0.662022703,4.8,0.0254,-0.723344834,0.000907475,-0.590158,
-0.598561347,4.8,0.0254,-0.723344834,0.000907475,-0.272599231,
-0.519234652,4.8,0.0254,-0.723344834,0.000907475,0.027559058,
-0.408177279,4.8,0.0254,-0.723344834,0.000907475,0.163862822,
-0.281254566,4.8,0.0254,-0.723344834,0.000907475,0.591624634,
-0.122601176,4.8,0.0254,-0.723344834,0.000907475,0.928033924,
0.083648232,4.8,0.0254,-0.723344834,0.000907475,1.247042734,
0.353358996,4.8,0.0254,-0.723344834,0.000907475,1.47324898,
0.670665777,4.8,0.0254,-0.723344834,0.000907475,1.535600702,
1.083164592,4.8,0.0254,-0.723344834,0.000907475,1.377546337,
1.62258612,4.8,0.0254,-0.723344834,0.000907475,0.943984365,
2.257199682,4.8,0.0254,-0.723344834,0.000907475,0.178363222,
-0.757214738,4.8,0.0254,-1.230808957,0.000930789,-1.262686572,
-0.715964856,4.8,0.0254,-1.230808957,0.000930789,-0.689920755,
-0.662022703,4.8,0.0254,-1.230808957,0.000930789,-0.317260464,
-0.598561347,4.8,0.0254,-1.230808957,0.000930789,0.074250347,
-0.519234652,4.8,0.0254,-1.230808957,0.000930789,0.372958596,
-0.408177279,4.8,0.0254,-1.230808957,0.000930789,0.562913841,
-0.281254566,4.8,0.0254,-1.230808957,0.000930789,0.770269568,
-0.122601176,4.8,0.0254,-1.230808957,0.000930789,1.124079338,
0.083648232,4.8,0.0254,-1.230808957,0.000930789,1.367686065,
0.353358996,4.8,0.0254,-1.230808957,0.000930789,1.52139031,
0.670665777,4.8,0.0254,-1.230808957,0.000930789,1.509789989,
1.083164592,4.8,0.0254,-1.230808957,0.000930789,1.169030579,
1.62258612,4.8,0.0254,-1.230808957,0.000930789,0.314956994,
-0.715964856,9.5,0.0254,1.312935258,0.00420654,0.129061861,
-0.662022703,9.5,0.0254,1.312935258,0.00420654,0.343667787,
-0.598561347,9.5,0.0254,1.312935258,0.00420654,0.684427197,
-0.519234652,9.5,0.0254,1.312935258,0.00420654,0.988935606,
-0.408177279,9.5,0.0254,1.312935258,0.00420654,1.293444015,
-0.281254566,9.5,0.0254,1.312935258,0.00420654,1.4703489,
-0.122601176,9.5,0.0254,1.312935258,0.00420654,1.612452824,
0.083648232,9.5,0.0254,1.312935258,0.00420654,1.642903665,
0.353358996,9.5,0.0254,1.312935258,0.00420654,1.363045937,
0.670665777,9.5,0.0254,1.312935258,0.00420654,0.920783724,
1.083164592,9.5,0.0254,1.312935258,0.00420654,0.349467947,
-0.788945416,9.5,0.0254,0.298007011,0.0043284,-0.563187256,
-0.757214738,9.5,0.0254,0.298007011,0.0043284,-0.254328726,
-0.715964856,9.5,0.0254,0.298007011,0.0043284,0.089330764,
-0.662022703,9.5,0.0254,0.298007011,0.0043284,0.470691295,
-0.598561347,9.5,0.0254,0.298007011,0.0043284,0.796950304,
-0.519234652,9.5,0.0254,0.298007011,0.0043284,1.068107792,
-0.408177279,9.5,0.0254,0.298007011,0.0043284,1.192811236,
-0.281254566,9.5,0.0254,0.298007011,0.0043284,1.3363652,
-0.122601176,9.5,0.0254,0.298007011,0.0043284,1.350865601,
0.083648232,9.5,0.0254,0.298007011,0.0043284,1.220361997,
0.353358996,9.5,0.0254,0.298007011,0.0043284,0.97820531,
0.670665777,9.5,0.0254,0.298007011,0.0043284,0.518542616,
1.083164592,9.5,0.0254,0.298007011,0.0043284,-0.089024162,
-0.852406772,9.5,0.0254,-0.723344834,0.00449821,-1.270516788,
-0.836541433,9.5,0.0254,-0.723344834,0.00449821,-1.147263385,
-0.815916492,9.5,0.0254,-0.723344834,0.00449821,-0.803603895,
-0.788945416,9.5,0.0254,-0.723344834,0.00449821,-0.533896447,
-0.757214738,9.5,0.0254,-0.723344834,0.00449821,-0.136585475,
-0.715964856,9.5,0.0254,-0.723344834,0.00449821,0.243325016,
-0.662022703,9.5,0.0254,-0.723344834,0.00449821,0.605835027,
-0.598561347,9.5,0.0254,-0.723344834,0.00449821,0.803040473,
-0.519234652,9.5,0.0254,-0.723344834,0.00449821,0.888592835,
-0.408177279,9.5,0.0254,-0.723344834,0.00449821,0.920493716,
-0.281254566,9.5,0.0254,-0.723344834,0.00449821,0.933544076,
-0.122601176,9.5,0.0254,-0.723344834,0.00449821,0.927743916,
0.083648232,9.5,0.0254,-0.723344834,0.00449821,0.739238711,
0.353358996,9.5,0.0254,-0.723344834,0.00449821,0.439080422,
0.670665777,9.5,0.0254,-0.723344834,0.00449821,0.03016913,
1.083164592,9.5,0.0254,-0.723344834,0.00449821,-0.65424977,
-0.852406772,9.5,0.0254,-1.230808957,0.00461377,-0.825064487,
-0.836541433,9.5,0.0254,-1.230808957,0.00461377,-0.681510523,
-0.815916492,9.5,0.0254,-1.230808957,0.00461377,-0.300149992,
-0.788945416,9.5,0.0254,-1.230808957,0.00461377,-0.011592023,
-0.757214738,9.5,0.0254,-1.230808957,0.00461377,0.297266506,
-0.715964856,9.5,0.0254,-1.230808957,0.00461377,0.604674995,
-0.662022703,9.5,0.0254,-1.230808957,0.00461377,0.856981962,
-0.598561347,9.5,0.0254,-1.230808957,0.00461377,0.943984365,
-0.519234652,9.5,0.0254,-1.230808957,0.00461377,0.958484765,
-0.408177279,9.5,0.0254,-1.230808957,0.00461377,0.899033123,
-0.281254566,9.5,0.0254,-1.230808957,0.00461377,0.820730961,
-0.122601176,9.5,0.0254,-1.230808957,0.00461377,0.761279319,
0.083648232,9.5,0.0254,-1.230808957,0.00461377,0.536523113,
0.353358996,9.5,0.0254,-1.230808957,0.00461377,0.275515905,
0.670665777,9.5,0.0254,-1.230808957,0.00461377,-0.059443345,
1.083164592,9.5,0.0254,-1.230808957,0.00461377,-0.595958161,
-0.836541433,12.7,0.0254,1.312935258,0.0121808,-0.745022277,
-0.815916492,12.7,0.0254,1.312935258,0.0121808,-0.275209303,
-0.788945416,12.7,0.0254,1.312935258,0.0121808,0.030749146,
-0.757214738,12.7,0.0254,1.312935258,0.0121808,0.299006554,
-0.715964856,12.7,0.0254,1.312935258,0.0121808,0.586114482,
-0.662022703,12.7,0.0254,1.312935258,0.0121808,0.799270368,
-0.598561347,12.7,0.0254,1.312935258,0.0121808,0.995025774,
-0.519234652,12.7,0.0254,1.312935258,0.0121808,1.19078118,
-0.408177279,12.7,0.0254,1.312935258,0.0121808,1.405387106,
-0.281254566,12.7,0.0254,1.312935258,0.0121808,1.361885905,
-0.122601176,12.7,0.0254,1.312935258,0.0121808,1.337235224,
0.083648232,12.7,0.0254,1.312935258,0.0121808,1.293734023,
0.353358996,12.7,0.0254,1.312935258,0.0121808,1.010976215,
0.670665777,12.7,0.0254,1.312935258,0.0121808,0.600614883,
1.083164592,12.7,0.0254,1.312935258,0.0121808,0.081500547,
1.62258612,12.7,0.0254,1.312935258,0.0121808,-0.623218913,
2.257199682,12.7,0.0254,1.312935258,0.0121808,-1.510643419,
-0.836541433,12.7,0.0254,-0.723344834,0.0130253,-0.476909873,
-0.815916492,12.7,0.0254,-0.723344834,0.0130253,-0.188351905,
-0.788945416,12.7,0.0254,-0.723344834,0.0130253,0.100206064,
-0.757214738,12.7,0.0254,-0.723344834,0.0130253,0.332212471,
-0.715964856,12.7,0.0254,-0.723344834,0.0130253,0.584519438,
-0.662022703,12.7,0.0254,-0.723344834,0.0130253,0.780274844,
-0.598561347,12.7,0.0254,-0.723344834,0.0130253,0.886127767,
-0.519234652,12.7,0.0254,-0.723344834,0.0130253,0.861477086,
-0.408177279,12.7,0.0254,-0.723344834,0.0130253,0.745473883,
-0.281254566,12.7,0.0254,-0.723344834,0.0130253,0.686022241,
-0.122601176,12.7,0.0254,-0.723344834,0.0130253,0.607720079,
0.083648232,12.7,0.0254,-0.723344834,0.0130253,0.436615354,
0.353358996,12.7,0.0254,-0.723344834,0.0130253,0.246660108,
0.670665777,12.7,0.0254,-0.723344834,0.0130253,0.039304382,
1.083164592,12.7,0.0254,-0.723344834,0.0130253,-0.240553346,
1.62258612,12.7,0.0254,-0.723344834,0.0130253,-0.613213637,
2.257199682,12.7,0.0254,-0.723344834,0.0130253,-1.278782017,
-0.852406772,17.4,0.0254,1.312935258,0.016104,-1.787891075,
-0.836541433,17.4,0.0254,1.312935258,0.016104,-1.60083591,
-0.815916492,17.4,0.0254,1.312935258,0.016104,-1.303577701,
-0.788945416,17.4,0.0254,1.312935258,0.016104,-1.078821495,
-0.757214738,17.4,0.0254,1.312935258,0.016104,-0.729361844,
-0.715964856,17.4,0.0254,1.312935258,0.016104,-0.323350633,
-0.662022703,17.4,0.0254,1.312935258,0.016104,-0.081193945,
-0.598561347,17.4,0.0254,1.312935258,0.016104,0.142112221,
-0.519234652,17.4,0.0254,1.312935258,0.016104,0.220414383,
-0.408177279,17.4,0.0254,1.312935258,0.016104,0.227664584,
-0.281254566,17.4,0.0254,1.312935258,0.016104,0.288566265,
-0.122601176,17.4,0.0254,1.312935258,0.016104,0.276965945,
0.083648232,17.4,0.0254,1.312935258,0.016104,0.246515104,
0.353358996,17.4,0.0254,1.312935258,0.016104,0.1087613,
0.670665777,17.4,0.0254,1.312935258,0.016104,-0.24794855,
1.083164592,17.4,0.0254,1.312935258,0.016104,-0.713411404,
1.62258612,17.4,0.0254,1.312935258,0.016104,-1.358679223,
-0.852406772,17.4,0.0254,0.298007011,0.0165706,-2.158376306,
-0.836541433,17.4,0.0254,0.298007011,0.0165706,-2.080074144,
-0.815916492,17.4,0.0254,0.298007011,0.0165706,-1.874168458,
-0.788945416,17.4,0.0254,0.298007011,0.0165706,-1.359404243,
-0.757214738,17.4,0.0254,0.298007011,0.0165706,-0.756187585,
-0.715964856,17.4,0.0254,0.298007011,0.0165706,-0.351626413,
-0.662022703,17.4,0.0254,0.298007011,0.0165706,-0.25302369,
-0.598561347,17.4,0.0254,0.298007011,0.0165706,0.168937962,
-0.519234652,17.4,0.0254,0.298007011,0.0165706,0.647451176,
-0.408177279,17.4,0.0254,0.298007011,0.0165706,0.237089844,
-0.281254566,17.4,0.0254,0.298007011,0.0165706,0.061634999,
-0.122601176,17.4,0.0254,0.298007011,0.0165706,0.013783677,
0.083648232,17.4,0.0254,0.298007011,0.0165706,-0.106569646,
0.353358996,17.4,0.0254,0.298007011,0.0165706,-0.444428976,
0.670665777,17.4,0.0254,0.298007011,0.0165706,-0.854790308,
1.083164592,17.4,0.0254,0.298007011,0.0165706,-1.446406645,
-0.852406772,17.4,0.0254,-0.723344834,0.0172206,-1.564874917,
-0.836541433,17.4,0.0254,-0.723344834,0.0172206,-1.467722234,
-0.815916492,17.4,0.0254,-0.723344834,0.0172206,-1.405370512,
-0.788945416,17.4,0.0254,-0.723344834,0.0172206,-1.361869311,
-0.757214738,17.4,0.0254,-0.723344834,0.0172206,-1.061711022,
-0.715964856,17.4,0.0254,-0.723344834,0.0172206,-0.046682992,
-0.662022703,17.4,0.0254,-0.723344834,0.0172206,1.520810294,
-0.598561347,17.4,0.0254,-0.723344834,0.0172206,1.948572106,
-0.519234652,17.4,0.0254,-0.723344834,0.0172206,0.946594437,
-0.408177279,17.4,0.0254,-0.723344834,0.0172206,0.402829421,
-0.281254566,17.4,0.0254,-0.723344834,0.0172206,0.262175537,
-0.122601176,17.4,0.0254,-0.723344834,0.0172206,-0.098884434,
0.083648232,17.4,0.0254,-0.723344834,0.0172206,-0.184436796,
0.353358996,17.4,0.0254,-0.723344834,0.0172206,-0.30624016,
0.670665777,17.4,0.0254,-0.723344834,0.0172206,-0.722401652,
-0.852406772,17.4,0.0254,-1.230808957,0.0176631,-1.2600765,
-0.836541433,17.4,0.0254,-1.230808957,0.0176631,-1.142623257,
-0.815916492,17.4,0.0254,-1.230808957,0.0176631,-0.93091741,
-0.788945416,17.4,0.0254,-1.230808957,0.0176631,-0.590158,
-0.757214738,17.4,0.0254,-1.230808957,0.0176631,0.411819669,
-0.715964856,17.4,0.0254,-1.230808957,0.0176631,1.747306548,
-0.662022703,17.4,0.0254,-1.230808957,0.0176631,2.086615918,
-0.598561347,17.4,0.0254,-1.230808957,0.0176631,1.009236167,
